"GEO_ID","NAME","S1602_C01_001E","S1602_C01_001M","S1602_C01_001MA","S1602_C01_001EA","S1602_C01_002E","S1602_C01_002EA","S1602_C01_002M","S1602_C01_002MA","S1602_C01_003E","S1602_C01_003EA","S1602_C01_003M","S1602_C01_003MA","S1602_C01_004E","S1602_C01_004EA","S1602_C01_004M","S1602_C01_004MA","S1602_C01_005E","S1602_C01_005EA","S1602_C01_005M","S1602_C01_005MA","S1602_C02_001E","S1602_C02_001M","S1602_C02_001MA","S1602_C02_001EA","S1602_C02_002E","S1602_C02_002EA","S1602_C02_002M","S1602_C02_002MA","S1602_C02_003E","S1602_C02_003EA","S1602_C02_003M","S1602_C02_003MA","S1602_C02_004E","S1602_C02_004EA","S1602_C02_004M","S1602_C02_004MA","S1602_C02_005E","S1602_C02_005EA","S1602_C02_005M","S1602_C02_005MA","S1602_C03_001E","S1602_C03_001EA","S1602_C03_001M","S1602_C03_001MA","S1602_C03_002E","S1602_C03_002EA","S1602_C03_002M","S1602_C03_002MA","S1602_C03_003E","S1602_C03_003EA","S1602_C03_003M","S1602_C03_003MA","S1602_C03_004E","S1602_C03_004EA","S1602_C03_004M","S1602_C03_004MA","S1602_C03_005E","S1602_C03_005M","S1602_C03_005MA","S1602_C03_005EA","S1602_C04_001E","S1602_C04_001M","S1602_C04_001MA","S1602_C04_001EA","S1602_C04_002E","S1602_C04_002EA","S1602_C04_002M","S1602_C04_002MA","S1602_C04_003E","S1602_C04_003M","S1602_C04_003MA","S1602_C04_003EA","S1602_C04_004E","S1602_C04_004M","S1602_C04_004MA","S1602_C04_004EA","S1602_C04_005E","S1602_C04_005M","S1602_C04_005MA","S1602_C04_005EA",
"1400000US06001422200","Census Tract 4222, Alameda County, California","1382","145","null","null","119","null","62","null","113","null","61","null","138","null","52","null","29","null","40","null","(X)","(X)","(X)","(X)","8.6","null","4.6","null","8.2","null","4.3","null","10.0","null","4.0","null","2.1","null","2.9","null","40","null","43","null","0","null","13","null","0","null","13","null","40","null","43","null","0","13","null","null","2.9","3.2","null","null","0.0","null","27.9","null","0.0","29.0","null","null","29.0","27.0","null","null","0.0","61.1","null","null",
"1400000US06001422300","Census Tract 4223, Alameda County, California","1577","149","null","null","60","null","35","null","98","null","70","null","275","null","85","null","0","null","13","null","(X)","(X)","(X)","(X)","3.8","null","2.2","null","6.2","null","4.3","null","17.4","null","5.1","null","0.0","null","2.5","null","39","null","34","null","0","null","13","null","0","null","13","null","39","null","34","null","0","13","null","null","2.5","2.2","null","null","0.0","null","42.5","null","0.0","32.2","null","null","14.2","12.0","null","null","-","**","**","-",
"1400000US06001422400","Census Tract 4224, Alameda County, California","1900","173","null","null","179","null","74","null","132","null","68","null","436","null","155","null","56","null","66","null","(X)","(X)","(X)","(X)","9.4","null","3.9","null","6.9","null","3.4","null","22.9","null","7.3","null","2.9","null","3.4","null","108","null","78","null","14","null","24","null","45","null","53","null","49","null","51","null","0","13","null","null","5.7","4.1","null","null","7.8","null","13.0","null","34.1","31.8","null","null","11.2","12.2","null","null","0.0","44.0","null","null",
"1400000US06001422500","Census Tract 4225, Alameda County, California","1542","329","null","null","102","null","93","null","315","null","298","null","345","null","94","null","6","null","10","null","(X)","(X)","(X)","(X)","6.6","null","5.9","null","20.4","null","15.7","null","22.4","null","7.7","null","0.4","null","0.7","null","279","null","293","null","0","null","13","null","193","null","297","null","86","null","48","null","0","13","null","null","18.1","16.0","null","null","0.0","null","31.3","null","61.3","51.7","null","null","24.9","12.8","null","null","0.0","100.0","null","null",
"1400000US06001422700","Census Tract 4227, Alameda County, California","948","174","null","null","81","null","49","null","123","null","71","null","282","null","103","null","10","null","16","null","(X)","(X)","(X)","(X)","8.5","null","5.2","null","13.0","null","7.7","null","29.7","null","9.8","null","1.1","null","1.7","null","17","null","18","null","0","null","19","null","0","null","19","null","17","null","18","null","0","19","null","null","1.8","1.9","null","null","0.0","null","36.4","null","0.0","27.2","null","null","6.0","6.6","null","null","0.0","100.0","null","null",
"1400000US06001422800","Census Tract 4228, Alameda County, California","1295","229","null","null","85","null","56","null","157","null","78","null","493","null","190","null","46","null","40","null","(X)","(X)","(X)","(X)","6.6","null","4.1","null","12.1","null","6.1","null","38.1","null","10.7","null","3.6","null","3.3","null","120","null","121","null","0","null","19","null","33","null","43","null","87","null","112","null","0","19","null","null","9.3","8.7","null","null","0.0","null","35.4","null","21.0","25.1","null","null","17.6","20.1","null","null","0.0","48.5","null","null",
"1400000US06001422901","Census Tract 4229.01, Alameda County, California","812","167","null","null","11","null","17","null","78","null","65","null","385","null","165","null","0","null","13","null","(X)","(X)","(X)","(X)","1.4","null","2.1","null","9.6","null","8.1","null","47.4","null","16.9","null","0.0","null","4.8","null","70","null","73","null","0","null","13","null","14","null","23","null","56","null","69","null","0","13","null","null","8.6","8.7","null","null","0.0","null","99.2","null","17.9","31.9","null","null","14.5","17.8","null","null","-","**","**","-",
"1400000US06001422902","Census Tract 4229.02, Alameda County, California","1292","433","null","null","15","null","28","null","87","null","69","null","246","null","114","null","0","null","13","null","(X)","(X)","(X)","(X)","1.2","null","2.2","null","6.7","null","5.8","null","19.0","null","10.5","null","0.0","null","3.0","null","13","null","22","null","0","null","13","null","0","null","13","null","13","null","22","null","0","13","null","null","1.0","1.7","null","null","0.0","null","84.9","null","0.0","34.9","null","null","5.3","9.2","null","null","-","**","**","-",
"1400000US06001423000","Census Tract 4230, Alameda County, California","1877","216","null","null","79","null","79","null","156","null","85","null","221","null","106","null","0","null","13","null","(X)","(X)","(X)","(X)","4.2","null","4.1","null","8.3","null","4.6","null","11.8","null","5.5","null","0.0","null","2.1","null","60","null","51","null","0","null","13","null","0","null","13","null","60","null","51","null","0","13","null","null","3.2","2.7","null","null","0.0","null","36.9","null","0.0","22.4","null","null","27.1","22.5","null","null","-","**","**","-",
"1400000US06001423100","Census Tract 4231, Alameda County, California","1977","294","null","null","129","null","52","null","118","null","64","null","129","null","70","null","62","null","83","null","(X)","(X)","(X)","(X)","6.5","null","2.8","null","6.0","null","3.3","null","6.5","null","3.6","null","3.1","null","4.1","null","101","null","72","null","7","null","13","null","28","null","36","null","66","null","58","null","0","13","null","null","5.1","3.6","null","null","5.4","null","9.9","null","23.7","26.8","null","null","51.2","27.0","null","null","0.0","41.8","null","null",
"1400000US06001423200","Census Tract 4232, Alameda County, California","1084","122","null","null","233","null","62","null","39","null","34","null","151","null","67","null","0","null","13","null","(X)","(X)","(X)","(X)","21.5","null","5.7","null","3.6","null","3.1","null","13.9","null","5.9","null","0.0","null","3.6","null","70","null","54","null","14","null","23","null","0","null","13","null","56","null","52","null","0","13","null","null","6.5","4.9","null","null","6.0","null","10.4","null","0.0","52.7","null","null","37.1","29.1","null","null","-","**","**","-",
"1400000US06001423300","Census Tract 4233, Alameda County, California","1369","162","null","null","125","null","52","null","132","null","84","null","152","null","87","null","9","null","13","null","(X)","(X)","(X)","(X)","9.1","null","3.7","null","9.6","null","5.8","null","11.1","null","6.1","null","0.7","null","0.9","null","55","null","35","null","38","null","31","null","8","null","13","null","9","null","14","null","0","13","null","null","4.0","2.6","null","null","30.4","null","23.3","null","6.1","10.8","null","null","5.9","10.3","null","null","0.0","100.0","null","null",
"1400000US06001423400","Census Tract 4234, Alameda County, California","2066","199","null","null","350","null","149","null","113","null","79","null","98","null","51","null","12","null","19","null","(X)","(X)","(X)","(X)","16.9","null","6.8","null","5.5","null","3.8","null","4.7","null","2.5","null","0.6","null","0.9","null","101","null","65","null","28","null","37","null","23","null","37","null","50","null","39","null","0","19","null","null","4.9","3.1","null","null","8.0","null","10.4","null","20.4","30.3","null","null","51.0","26.8","null","null","0.0","95.0","null","null",
"1400000US06001423500","Census Tract 4235, Alameda County, California","1426","162","null","null","188","null","110","null","155","null","67","null","101","null","44","null","49","null","54","null","(X)","(X)","(X)","(X)","13.2","null","6.9","null","10.9","null","4.5","null","7.1","null","3.1","null","3.4","null","3.8","null","103","null","63","null","0","null","13","null","13","null","15","null","41","null","29","null","49","54","null","null","7.2","4.3","null","null","0.0","null","19.0","null","8.4","9.6","null","null","40.6","21.7","null","null","100.0","47.0","null","null",
"1400000US06001423601","Census Tract 4236.01, Alameda County, California","1111","149","null","null","36","null","29","null","146","null","83","null","43","null","36","null","23","null","22","null","(X)","(X)","(X)","(X)","3.2","null","2.6","null","13.1","null","7.1","null","3.9","null","3.3","null","2.1","null","2.0","null","17","null","20","null","8","null","14","null","9","null","14","null","0","null","13","null","0","13","null","null","1.5","1.8","null","null","22.2","null","35.0","null","6.2","9.6","null","null","0.0","50.2","null","null","0.0","68.6","null","null",
"1400000US06001423602","Census Tract 4236.02, Alameda County, California","2136","326","null","null","262","null","127","null","464","null","135","null","353","null","117","null","0","null","19","null","(X)","(X)","(X)","(X)","12.3","null","5.8","null","21.7","null","6.6","null","16.5","null","5.8","null","0.0","null","1.9","null","15","null","24","null","0","null","19","null","0","null","19","null","15","null","24","null","0","19","null","null","0.7","1.1","null","null","0.0","null","14.1","null","0.0","8.3","null","null","4.2","6.6","null","null","-","**","**","-",
"1400000US06001423700","Census Tract 4237, Alameda County, California","1235","146","null","null","161","null","81","null","122","null","74","null","109","null","54","null","8","null","12","null","(X)","(X)","(X)","(X)","13.0","null","6.8","null","9.9","null","6.0","null","8.8","null","4.4","null","0.6","null","1.0","null","42","null","42","null","24","null","39","null","0","null","13","null","18","null","19","null","0","13","null","null","3.4","3.5","null","null","14.9","null","21.6","null","0.0","27.3","null","null","16.5","18.2","null","null","0.0","100.0","null","null",
"1400000US06001423800","Census Tract 4238, Alameda County, California","1364","123","null","null","61","null","50","null","107","null","65","null","134","null","73","null","25","null","38","null","(X)","(X)","(X)","(X)","4.5","null","3.6","null","7.8","null","4.7","null","9.8","null","5.4","null","1.8","null","2.8","null","35","null","41","null","0","null","13","null","0","null","13","null","35","null","41","null","0","13","null","null","2.6","3.0","null","null","0.0","null","42.1","null","0.0","30.2","null","null","26.1","27.1","null","null","0.0","65.8","null","null",
"1400000US06001423901","Census Tract 4239.01, Alameda County, California","822","115","null","null","100","null","44","null","30","null","19","null","43","null","21","null","79","null","88","null","(X)","(X)","(X)","(X)","12.2","null","5.1","null","3.6","null","2.4","null","5.2","null","2.5","null","9.6","null","9.9","null","18","null","17","null","6","null","9","null","0","null","13","null","12","null","14","null","0","13","null","null","2.2","2.1","null","null","6.0","null","8.7","null","0.0","60.1","null","null","27.9","26.7","null","null","0.0","36.9","null","null",
"1400000US06001423902","Census Tract 4239.02, Alameda County, California","658","108","null","null","35","null","24","null","42","null","27","null","29","null","19","null","21","null","21","null","(X)","(X)","(X)","(X)","5.3","null","3.9","null","6.4","null","4.1","null","4.4","null","2.9","null","3.2","null","3.2","null","14","null","20","null","14","null","20","null","0","null","13","null","0","null","13","null","0","13","null","null","2.1","3.1","null","null","40.0","null","43.8","null","0.0","50.8","null","null","0.0","61.1","null","null","0.0","71.8","null","null",
"1400000US06001424001","Census Tract 4240.01, Alameda County, California","1314","136","null","null","202","null","66","null","141","null","85","null","92","null","41","null","87","null","60","null","(X)","(X)","(X)","(X)","15.4","null","4.9","null","10.7","null","6.0","null","7.0","null","3.1","null","6.6","null","4.5","null","62","null","45","null","39","null","36","null","0","null","13","null","23","null","28","null","0","13","null","null","4.7","3.5","null","null","19.3","null","18.9","null","0.0","24.3","null","null","25.0","26.3","null","null","0.0","34.9","null","null",
"1400000US06001424002","Census Tract 4240.02, Alameda County, California","975","110","null","null","183","null","75","null","80","null","46","null","50","null","28","null","7","null","10","null","(X)","(X)","(X)","(X)","18.8","null","7.1","null","8.2","null","4.8","null","5.1","null","2.9","null","0.7","null","1.1","null","17","null","15","null","5","null","8","null","12","null","13","null","0","null","13","null","0","13","null","null","1.7","1.6","null","null","2.7","null","4.4","null","15.0","16.6","null","null","0.0","46.5","null","null","0.0","100.0","null","null",
"1400000US06001425101","Census Tract 4251.01, Alameda County, California","1247","195","null","null","12","null","18","null","161","null","65","null","212","null","77","null","0","null","13","null","(X)","(X)","(X)","(X)","1.0","null","1.5","null","12.9","null","5.4","null","17.0","null","6.1","null","0.0","null","3.2","null","93","null","61","null","0","null","13","null","65","null","54","null","28","null","26","null","0","13","null","null","7.5","4.7","null","null","0.0","null","95.0","null","40.4","26.1","null","null","13.2","11.7","null","null","-","**","**","-",
